Pair Type,S1 ID,Target ID,Country Match,Name Exact,Name Case Insensitive Exact,Name Token Jaccard,Addr Exact,Addr Token Jaccard
S1-S3,S1-391721042,S3-140988226,True,False,True,1.0,False,0.5714
S1-S2,S1-581844841,S2-476538438,True,False,False,0.0,False,0.8462
S1-S2,S1-581844841,S2-237698580,True,False,False,1.0,False,0.0
S1-S3,S1-581844841,S3-673442007,True,False,False,1.0,False,0.8333
S1-S2,S1-146454159,S2-596710104,True,False,False,1.0,False,0.6667
S1-S2,S1-146454159,S2-92867179,True,False,False,0.6667,False,0.4286
S1-S3,S1-146454159,S3-461406988,True,False,True,1.0,False,0.4444
S1-S3,S1-146454159,S3-489307136,True,False,False,0.0,False,0.3
S1-S2,S1-575580062,S2-804846350,True,False,False,0.5,False,0.9412
S1-S2,S1-575580062,S2-140265637,True,False,False,0.75,False,0.6667
S1-S3,S1-575580062,S3-940299051,True,False,False,0.5,False,0.7895
S1-S3,S1-575580062,S3-882248802,True,False,False,0.6,False,0.7895
S1-S3,S1-186285561,S3-19388960,True,False,False,0.5,False,0.3333
S1-S3,S1-186285561,S3-818130048,True,False,False,0.6667,False,0.375
S1-S2,S1-681546146,S2-634612563,True,False,False,0.75,False,0.6667
S1-S2,S1-681546146,S2-380301642,True,False,False,0.75,False,0.0
S1-S3,S1-681546146,S3-859009292,True,False,False,0.6,False,0.4286
S1-S3,S1-681546146,S3-824197841,True,False,True,1.0,False,0.6667
S1-S2,S1-33752232,S2-677952536,True,False,False,0.5,False,0.3333
S1-S2,S1-33752232,S2-408191744,True,False,False,0.5,False,0.5
S1-S3,S1-33752232,S3-254210955,True,False,False,0.6667,False,0.5
S1-S3,S1-33752232,S3-545548715,True,False,False,0.0,False,0.4286
S1-S2,S1-423839020,S2-311706037,True,False,False,0.6667,False,1.0
S1-S3,S1-423839020,S3-936068454,True,False,False,0.3333,False,0.625
S1-S2,S1-889471579,S2-760542100,True,False,False,0.75,False,0.4167
S1-S3,S1-889471579,S3-78817556,True,False,True,1.0,False,0.6
S1-S3,S1-889471579,S3-553267056,True,False,False,0.75,False,0.5556
S1-S2,S1-2753041,S2-413988192,True,False,False,1.0,False,0.7143
S1-S2,S1-2753041,S2-541700110,True,False,False,0.6667,False,0.5
S1-S3,S1-2753041,S3-431746318,True,False,False,1.0,False,0.7143
S1-S2,S1-557250844,S2-818446579,True,False,False,0.6667,False,0.7
S1-S2,S1-557250844,S2-249546926,True,False,False,0.75,False,0.6667
S1-S3,S1-557250844,S3-884893608,True,False,False,0.4,False,0.0
S1-S2,S1-858485957,S2-926194402,True,False,False,0.6,False,0.5
S1-S3,S1-858485957,S3-110804293,True,False,False,0.0,False,0.6667
S1-S3,S1-858485957,S3-976620767,True,False,False,0.7143,False,1.0
S1-S2,S1-523048146,S2-900840758,True,False,False,0.75,False,0.6667
S1-S3,S1-523048146,S3-986987018,True,False,False,0.6667,False,0.4286
S1-S2,S1-362075205,S2-46590442,True,False,False,1.0,False,0.7143
S1-S2,S1-362075205,S2-873427601,True,False,False,0.6667,False,0.5
S1-S3,S1-362075205,S3-554565694,True,False,False,0.6667,False,0.75
S1-S3,S1-362075205,S3-253356068,True,False,False,1.0,False,0.5
S1-S2,S1-292369834,S2-75751783,True,False,True,1.0,False,1.0
S1-S2,S1-292369834,S2-869453590,True,False,False,0.6667,False,1.0
S1-S3,S1-292369834,S3-250593921,True,False,False,0.75,False,0.25
S1-S3,S1-292369834,S3-918835799,True,False,False,1.0,False,0.25
S1-S2,S1-731579239,S2-730058348,True,False,False,0.0,False,0.5556
S1-S3,S1-731579239,S3-239886732,True,False,False,0.5,False,0.375
S1-S3,S1-731579239,S3-337529921,True,False,False,0.6667,False,0.5714
S1-S2,S1-773475246,S2-669664536,True,True,True,1.0,False,0.5
S1-S2,S1-773475246,S2-559463161,True,False,False,0.75,False,0.4286
S1-S3,S1-773475246,S3-239794768,True,False,False,0.5,False,0.6667
S1-S3,S1-773475246,S3-750156715,True,False,False,1.0,False,0.4286
S1-S2,S1-953623326,S2-662141574,True,False,False,1.0,False,0.25
S1-S2,S1-953623326,S2-158950748,True,False,False,0.3333,False,0.25
S1-S2,S1-590719592,S2-487783238,True,True,True,1.0,False,0.9091
S1-S2,S1-590719592,S2-79285965,True,False,False,1.0,False,0.9091
S1-S3,S1-590719592,S3-609849202,True,False,False,0.6,False,0.7692
S1-S3,S1-590719592,S3-34151115,True,False,False,1.0,False,0.8333
S1-S2,S1-685881276,S2-385554020,True,False,False,0.5,False,0.6667
S1-S2,S1-685881276,S2-116249185,True,False,False,0.6,False,0.6667
S1-S3,S1-685881276,S3-331486675,True,False,False,1.0,False,0.375
S1-S2,S1-980697761,S2-629693380,True,False,False,0.4,False,1.0
S1-S2,S1-980697761,S2-494622091,True,False,False,0.6,False,1.0
S1-S3,S1-980697761,S3-68150416,True,False,False,0.0,False,0.5
S1-S2,S1-110035367,S2-444942059,True,True,True,1.0,False,0.75
S1-S2,S1-110035367,S2-570551723,True,False,False,0.6667,False,0.75
S1-S3,S1-110035367,S3-853715705,True,False,False,1.0,False,0.3636
S1-S3,S1-110035367,S3-261187397,True,False,False,1.0,False,0.5
S1-S2,S1-412079999,S2-163594615,True,False,False,0.5,False,0.8
S1-S3,S1-412079999,S3-515389313,True,False,False,1.0,False,0.6667
S1-S3,S1-412079999,S3-2320467,True,False,True,1.0,False,0.5
S1-S2,S1-670095347,S2-162116364,True,False,False,0.5,False,0.7143
S1-S2,S1-670095347,S2-904005223,True,False,False,0.4,False,0.7143
S1-S3,S1-670095347,S3-952711600,True,False,False,0.5,False,0.4444
S1-S3,S1-670095347,S3-736217224,True,False,False,1.0,False,0.625
S1-S2,S1-53546710,S2-463532808,True,False,True,1.0,False,1.0
S1-S2,S1-53546710,S2-970277212,True,False,False,0.6667,False,0.6667
S1-S3,S1-53546710,S3-904653598,True,False,True,1.0,False,0.25
S1-S2,S1-463815053,S2-578752929,True,False,False,0.8333,False,0.7143
S1-S3,S1-463815053,S3-391417702,True,False,False,0.6667,False,0.3
S1-S2,S1-574439460,S2-970314559,True,False,False,0.0,False,1.0
S1-S3,S1-574439460,S3-295262030,True,False,False,0.6,False,0.8824
S1-S2,S1-636043733,S2-575349423,True,False,False,0.3333,False,1.0
S1-S2,S1-636043733,S2-348618642,True,True,True,1.0,False,0.7
S1-S3,S1-636043733,S3-13395462,True,False,False,0.5,False,0.5833
S1-S2,S1-191621053,S2-697282211,True,False,False,0.0,False,1.0
S1-S2,S1-191621053,S2-932886106,True,False,False,0.5,False,1.0
S1-S3,S1-191621053,S3-30917015,True,False,False,1.0,False,0.6842
S1-S3,S1-191621053,S3-55432215,True,False,False,0.6667,False,0.8125
S1-S2,S1-570380571,S2-822459473,True,False,False,0.6,False,0.7143
S1-S2,S1-570380571,S2-937837325,True,False,False,0.0,False,0.7143
S1-S3,S1-570380571,S3-56037616,True,False,True,1.0,False,0.3333
S1-S2,S1-67007761,S2-39234319,True,False,False,0.0,False,1.0
S1-S2,S1-67007761,S2-840833517,True,False,False,0.6667,False,1.0
S1-S2,S1-595273283,S2-481911375,True,False,False,0.0,False,0.2174
S1-S2,S1-595273283,S2-366035215,True,False,False,0.0,False,1.0
S1-S3,S1-595273283,S3-779454466,True,False,False,0.0,False,0.2857
S1-S2,S1-532504578,S2-336419875,True,False,False,0.6,False,0.5
S1-S2,S1-532504578,S2-476157041,True,False,False,0.6,False,1.0
S1-S3,S1-532504578,S3-328146046,True,False,False,0.6667,False,0.1111
S1-S2,S1-891961423,S2-883598776,True,False,False,1.0,False,0.6
S1-S3,S1-891961423,S3-640193830,True,False,False,1.0,False,0.6
S1-S3,S1-891961423,S3-789413990,True,False,False,0.6,False,1.0
S1-S2,S1-256046290,S2-905652530,True,False,False,0.6,False,1.0
S1-S2,S1-256046290,S2-225408097,True,False,False,0.6,False,0.7143
S1-S3,S1-256046290,S3-550554224,True,False,False,1.0,False,0.3333
S1-S2,S1-90030,S2-750041538,True,False,False,0.4,False,0.5
S1-S3,S1-90030,S3-309939762,True,False,True,1.0,False,0.2222
S1-S3,S1-90030,S3-558808248,True,False,False,0.5,False,0.3333
S1-S2,S1-916189614,S2-753036830,True,False,False,0.8,False,0.8
S1-S2,S1-916189614,S2-306504263,True,False,False,0.6,False,0.6667
S1-S3,S1-916189614,S3-271472874,True,False,False,0.5,False,0.4286
S1-S3,S1-916189614,S3-923200208,True,False,False,0.6,False,0.4286
S1-S2,S1-620754916,S2-129876271,True,False,False,1.0,False,0.4444
S1-S3,S1-620754916,S3-655844391,True,False,False,1.0,False,0.0
S1-S2,S1-344911235,S2-683308975,True,False,False,0.0,False,0.7143
S1-S3,S1-344911235,S3-209857189,True,False,False,0.0,False,0.2222
S1-S3,S1-344911235,S3-674858533,True,False,False,0.0,False,0.1667
S1-S3,S1-239093008,S3-677562547,True,False,True,1.0,False,0.5
S1-S3,S1-239093008,S3-758209226,True,False,False,0.6667,False,1.0
S1-S2,S1-856144407,S2-270354542,True,False,False,0.0,False,0.8462
S1-S2,S1-856144407,S2-863121213,True,False,True,1.0,False,0.9091
S1-S3,S1-856144407,S3-859879759,True,False,False,1.0,False,0.3333
S1-S3,S1-856144407,S3-344763375,True,False,False,0.0,False,0.9167
S1-S2,S1-374282686,S2-881961346,True,False,True,1.0,False,0.6667
S1-S2,S1-374282686,S2-721441971,True,False,True,1.0,False,0.8333
S1-S3,S1-374282686,S3-642156018,True,False,False,0.5,False,0.6667
S1-S3,S1-374282686,S3-317299915,True,False,False,1.0,False,0.4286
S1-S2,S1-880579777,S2-69004015,True,False,False,0.5,False,1.0
S1-S2,S1-880579777,S2-136511477,True,False,False,0.8,False,0.5714
S1-S3,S1-880579777,S3-328028408,True,False,False,0.0,False,0.7143
S1-S3,S1-880579777,S3-466089489,True,False,False,0.6,False,0.5
S1-S2,S1-906656062,S2-206393900,True,False,False,0.6667,False,0.5
S1-S2,S1-906656062,S2-493910090,True,False,False,0.5,False,0.7143
S1-S3,S1-906656062,S3-356995609,True,False,True,1.0,False,0.0
S1-S3,S1-906656062,S3-87932598,True,False,False,1.0,False,0.4286
S1-S2,S1-438696817,S2-799651903,True,False,False,0.75,False,0.5556
S1-S2,S1-438696817,S2-682736693,True,False,True,1.0,False,0.5556
S1-S3,S1-438696817,S3-962582280,True,False,False,0.5,False,0.375
S1-S3,S1-438696817,S3-42408868,True,True,True,1.0,False,0.5
S1-S3,S1-320665248,S3-47497750,True,False,False,1.0,False,0.16
S1-S2,S1-825682482,S2-350681080,True,False,False,0.3333,False,0.5556
S1-S3,S1-825682482,S3-655853765,True,False,False,1.0,False,0.5
S1-S3,S1-825682482,S3-45943276,True,True,True,1.0,False,0.5714
S1-S2,S1-344043338,S2-931220546,True,False,False,0.5,False,1.0
S1-S2,S1-344043338,S2-899311504,True,False,False,1.0,False,1.0
S1-S3,S1-344043338,S3-211799738,True,False,False,1.0,False,0.4444
S1-S3,S1-344043338,S3-218395716,True,False,False,0.0,False,0.4444
S1-S3,S1-890511240,S3-926156074,True,False,False,0.5,False,0.5
S1-S2,S1-173500849,S2-365050729,True,False,False,0.5,False,1.0
S1-S2,S1-173500849,S2-468242907,True,False,False,0.6,False,0.625
S1-S3,S1-173500849,S3-27780959,True,False,False,1.0,False,0.4444
S1-S2,S1-400281816,S2-152119056,True,False,False,1.0,False,0.7692
S1-S2,S1-400281816,S2-9506668,True,False,False,0.6,False,0.7692
S1-S3,S1-400281816,S3-732632153,True,False,False,0.6,False,0.9167
S1-S2,S1-250091300,S2-874260023,True,False,False,0.75,False,0.6429
S1-S3,S1-250091300,S3-769150521,True,False,False,0.6667,False,0.4167
S1-S3,S1-250091300,S3-588808631,True,False,False,0.0,False,0.6923
S1-S2,S1-902020483,S2-980101122,True,False,False,0.0,False,0.5
S1-S2,S1-902020483,S2-905719037,True,False,False,0.75,False,0.0
S1-S3,S1-902020483,S3-489930323,True,False,False,0.5,False,1.0
S1-S2,S1-321966281,S2-191184448,True,False,False,1.0,False,1.0
S1-S2,S1-321966281,S2-338752321,True,False,False,0.75,False,0.6667
S1-S3,S1-321966281,S3-213843504,True,False,False,0.75,False,0.4286
S1-S3,S1-321966281,S3-802606832,True,False,False,0.6667,False,0.4286
S1-S2,S1-289824159,S2-785471785,True,False,False,0.4,False,1.0
S1-S3,S1-289824159,S3-537098660,True,False,False,1.0,False,0.25
S1-S3,S1-289824159,S3-539895516,True,False,True,1.0,False,0.5
S1-S3,S1-705178199,S3-622589127,True,True,True,1.0,False,0.75
S1-S3,S1-705178199,S3-665966847,True,False,False,0.5,False,0.75
S1-S2,S1-822957665,S2-328631144,True,False,False,0.0,False,0.5
S1-S2,S1-822957665,S2-815730171,True,False,False,0.0,False,0.5
S1-S3,S1-822957665,S3-939776110,True,False,False,0.6,False,0.9091
S1-S3,S1-822957665,S3-376331600,True,False,False,0.0,True,1.0
S1-S2,S1-845046240,S2-57569372,True,False,False,0.6667,False,0.8333
S1-S2,S1-845046240,S2-763668028,True,False,False,0.6667,False,1.0
S1-S3,S1-845046240,S3-460334706,True,False,False,1.0,False,0.2
S1-S2,S1-976507206,S2-794209559,True,False,False,0.0,False,0.5
S1-S2,S1-976507206,S2-976030726,True,False,False,0.6667,False,0.7143
S1-S3,S1-976507206,S3-770133945,True,False,False,0.6667,False,0.625
S1-S3,S1-976507206,S3-536325320,True,False,False,0.5,False,0.625
S1-S3,S1-863723136,S3-442244278,True,False,False,0.6667,False,0.5625
S1-S3,S1-863723136,S3-841052020,True,True,True,1.0,False,0.0769
S1-S2,S1-139258685,S2-201327957,True,False,False,0.6667,False,1.0
S1-S3,S1-139258685,S3-81314546,True,False,False,1.0,False,0.5
S1-S3,S1-139258685,S3-209740642,True,False,False,0.5,False,0.5
S1-S2,S1-725187187,S2-941199497,True,False,False,0.6667,False,0.625
S1-S3,S1-725187187,S3-234466752,True,False,False,1.0,False,0.5556
S1-S3,S1-725187187,S3-367047889,True,False,False,0.4,False,0.3
S1-S2,S1-617267485,S2-93647090,True,False,False,0.8,False,0.8333
S1-S3,S1-617267485,S3-498633511,True,False,False,0.0,False,0.3333
S1-S2,S1-636716761,S2-714023693,True,True,True,1.0,False,1.0
S1-S3,S1-636716761,S3-392553158,True,False,False,1.0,False,0.1818
S1-S3,S1-636716761,S3-253745400,True,False,False,0.3333,False,0.1818
S1-S2,S1-48038403,S2-909874022,True,False,False,0.0,False,0.25
S1-S3,S1-48038403,S3-625741855,True,False,False,0.25,False,0.6667
S1-S2,S1-644261711,S2-252915479,True,False,False,1.0,False,0.6667
S1-S2,S1-644261711,S2-299204702,True,False,False,1.0,False,1.0
S1-S3,S1-644261711,S3-455189318,True,False,False,0.8333,False,0.3333
S1-S2,S1-770667251,S2-726547480,True,False,False,0.5,False,0.9412
S1-S2,S1-770667251,S2-908323942,True,False,False,0.3333,False,0.9412
S1-S3,S1-770667251,S3-706152887,True,True,True,1.0,False,0.2222
S1-S3,S1-770667251,S3-773094678,True,False,False,0.25,False,0.0
S1-S2,S1-535547239,S2-556695221,True,False,False,0.75,False,1.0
S1-S3,S1-535547239,S3-95789550,True,False,False,0.5,False,0.4286
S1-S2,S1-592785421,S2-313009853,True,False,False,0.5,False,0.8333
S1-S3,S1-592785421,S3-524825930,True,False,False,0.75,False,0.3333
S1-S3,S1-592785421,S3-715486149,True,False,False,0.4,False,0.3333
S1-S2,S1-105349518,S2-535394600,True,False,False,0.6667,False,0.7143
S1-S2,S1-105349518,S2-4217500,True,False,False,0.8333,False,0.5
S1-S3,S1-105349518,S3-673498158,True,False,False,0.8333,False,0.0
S1-S3,S1-105349518,S3-145527373,True,False,True,1.0,False,0.4286
S1-S2,S1-83624317,S2-417564710,True,False,False,0.6667,False,0.6667
S1-S3,S1-83624317,S3-103163852,True,False,False,0.0,False,0.1111
S1-S3,S1-83624317,S3-6381697,True,False,True,1.0,False,0.25
S1-S3,S1-359545308,S3-181398485,True,False,True,1.0,False,0.3333
S1-S2,S1-299227677,S2-178740887,True,False,False,0.75,False,0.4286
S1-S3,S1-299227677,S3-295331650,True,False,False,0.75,False,0.2857
S1-S3,S1-299227677,S3-862359475,True,False,False,0.5,False,0.4286
S1-S2,S1-989542418,S2-788629520,True,True,True,1.0,False,0.4286
S1-S2,S1-989542418,S2-805365896,True,False,False,0.6667,False,0.6667
S1-S3,S1-989542418,S3-964546013,True,False,False,0.6667,False,0.2857
S1-S2,S1-116381393,S2-766978235,True,False,False,0.0,False,0.6364
S1-S2,S1-116381393,S2-359921167,True,False,False,0.0,False,0.6364
S1-S3,S1-116381393,S3-159880357,True,False,False,0.0,False,0.6667
S1-S2,S1-566097247,S2-79081217,True,False,True,1.0,False,0.9286
S1-S3,S1-566097247,S3-425516543,True,False,False,0.6667,False,0.4375
S1-S3,S1-566097247,S3-170584717,True,False,False,0.0,False,0.3684
S1-S2,S1-16498300,S2-918554850,True,False,False,0.0,False,0.6667
S1-S3,S1-16498300,S3-851337821,True,False,False,0.0,False,0.6667
S1-S3,S1-16498300,S3-177383394,True,False,False,0.2,True,1.0
S1-S2,S1-86581394,S2-571022964,True,False,False,0.0,False,0.6154
S1-S3,S1-86581394,S3-331553929,True,False,False,0.3333,False,0.7333
S1-S3,S1-86581394,S3-953221530,True,True,True,1.0,False,0.6875
S1-S2,S1-866232991,S2-222155885,True,False,False,0.0,False,0.6364
S1-S2,S1-866232991,S2-899775282,True,False,False,0.0,False,0.7
S1-S3,S1-866232991,S3-803871199,True,False,False,0.3333,False,0.6667
S1-S3,S1-866232991,S3-211961006,True,False,False,0.0,False,0.7273
S1-S2,S1-752141283,S2-440347172,True,False,False,0.8333,False,0.3333
S1-S2,S1-323933513,S2-206808518,True,False,False,0.6667,False,0.8947
S1-S2,S1-323933513,S2-10902774,True,False,False,1.0,False,0.0
S1-S3,S1-323933513,S3-19855927,True,False,False,0.0,False,0.2
S1-S3,S1-323933513,S3-106643627,True,False,False,0.3333,False,0.1905
S1-S2,S1-109279044,S2-717818973,True,False,False,0.6,False,0.8333
S1-S2,S1-109279044,S2-392742158,True,False,False,0.75,False,1.0
S1-S3,S1-109279044,S3-603079076,True,False,False,0.6,False,0.5
S1-S3,S1-109279044,S3-612849682,True,False,False,0.5,True,1.0
S1-S2,S1-315779532,S2-742544672,True,False,False,0.6,False,0.0
S1-S2,S1-315779532,S2-103489286,True,False,False,0.8333,False,0.5
S1-S2,S1-977575061,S2-733973278,True,False,False,0.6667,False,0.5333
S1-S3,S1-977575061,S3-547106153,True,False,False,0.5,False,0.5333
S1-S3,S1-977575061,S3-133306381,True,False,False,0.4,False,0.2727
S1-S2,S1-299302218,S2-502753820,True,False,True,1.0,False,0.75
S1-S2,S1-299302218,S2-436025974,True,False,False,0.3333,False,0.75
S1-S3,S1-299302218,S3-781724676,True,False,False,0.0,False,0.7143
S1-S3,S1-299302218,S3-568726520,True,False,False,0.4,True,1.0
S1-S2,S1-794136892,S2-781613286,True,False,False,0.3333,False,0.1818
S1-S3,S1-794136892,S3-759791408,True,False,False,0.3333,False,0.3636
S1-S2,S1-346442373,S2-488090823,True,False,True,1.0,False,0.6667
S1-S2,S1-346442373,S2-610975775,True,False,False,1.0,False,0.6667
S1-S2,S1-833068693,S2-672464828,True,False,False,0.75,False,0.375
S1-S2,S1-833068693,S2-430178723,True,False,False,1.0,False,0.375
S1-S3,S1-833068693,S3-495032118,True,False,False,0.8571,False,0.7143
S1-S3,S1-833068693,S3-354544113,True,False,False,0.75,False,0.0
S1-S2,S1-301976578,S2-812246714,True,False,False,0.75,False,1.0
S1-S3,S1-301976578,S3-832108432,True,False,False,0.4286,False,0.4545
S1-S2,S1-15046104,S2-652397855,True,False,False,0.6667,False,0.5
S1-S2,S1-15046104,S2-853659497,True,False,False,0.8,False,0.7143
S1-S3,S1-15046104,S3-376102184,True,False,False,1.0,False,0.5
S1-S2,S1-800141061,S2-528183970,True,False,False,1.0,False,0.5
S1-S2,S1-800141061,S2-352977415,True,False,False,0.3333,False,0.0
S1-S3,S1-800141061,S3-306968578,True,False,False,0.3333,False,1.0
S1-S2,S1-540355806,S2-976143291,True,False,False,1.0,False,0.3333
S1-S2,S1-540355806,S2-868826336,True,False,False,0.6,False,0.0
S1-S3,S1-540355806,S3-969036460,True,False,False,0.0,False,0.8182
S1-S3,S1-540355806,S3-377907334,True,False,False,0.6,False,0.8182
S1-S2,S1-4129148,S2-89393229,True,False,False,0.5,False,0.8235
S1-S2,S1-4129148,S2-258663187,True,False,False,0.6,False,0.8235
S1-S3,S1-4129148,S3-376127535,True,False,False,0.6,False,0.4118
S1-S2,S1-195639551,S2-326465946,True,False,False,1.0,False,1.0
S1-S2,S1-195639551,S2-913262243,True,False,False,0.5,False,0.5714
S1-S3,S1-195639551,S3-763748105,True,False,False,0.6,True,1.0
S1-S2,S1-995503818,S2-251423296,True,False,False,0.6667,False,0.6667
S1-S3,S1-995503818,S3-311622572,True,False,False,0.0,False,0.5556
S1-S3,S1-995503818,S3-143083624,True,False,False,0.5,False,0.2308
S1-S2,S1-437846948,S2-335827775,True,False,False,0.0,False,1.0
S1-S2,S1-437846948,S2-891707584,True,False,False,0.6667,False,1.0
S1-S3,S1-437846948,S3-163651253,True,False,False,0.5,False,0.1818
S1-S3,S1-437846948,S3-281513106,True,False,False,0.5,False,0.1818
S1-S2,S1-719492853,S2-279977213,True,False,False,1.0,False,0.9
S1-S2,S1-719492853,S2-734426465,True,False,False,0.3333,False,0.9
S1-S3,S1-719492853,S3-10879939,True,False,False,1.0,False,0.1875
S1-S3,S1-719492853,S3-866765496,True,False,False,0.6,False,0.2308
S1-S3,S1-225686823,S3-716643382,True,False,False,0.3333,False,0.4444
S1-S3,S1-225686823,S3-802814582,True,False,False,0.5,False,0.4444
S1-S2,S1-73493003,S2-749752154,True,False,False,0.8,False,0.8
S1-S3,S1-73493003,S3-529630534,True,False,False,0.6667,False,0.5714
S1-S2,S1-26051149,S2-368153465,True,False,False,0.6,False,0.7143
S1-S3,S1-26051149,S3-629406387,True,False,False,0.8,False,0.25
S1-S2,S1-31925281,S2-742098860,True,False,False,1.0,False,1.0
S1-S3,S1-31925281,S3-70401621,True,False,True,1.0,False,0.4444
S1-S3,S1-31925281,S3-525867186,True,False,False,0.6667,False,0.4444
S1-S2,S1-220214492,S2-265061844,True,False,False,0.0,False,0.8571
S1-S3,S1-220214492,S3-352552398,True,False,False,0.75,False,0.8571
S1-S3,S1-220214492,S3-283511088,True,False,False,0.0,False,0.8571
S1-S2,S1-864889289,S2-668209139,True,False,False,0.5,False,0.9375
S1-S2,S1-864889289,S2-45074738,True,False,True,1.0,False,0.9375
S1-S3,S1-864889289,S3-326458710,True,False,False,0.6667,False,0.6364
S1-S3,S1-147241072,S3-227729973,True,True,True,1.0,False,0.4615
S1-S2,S1-850791477,S2-16798258,True,False,False,0.5,False,0.9412
S1-S2,S1-850791477,S2-249977596,True,False,False,0.2,False,0.6522
S1-S3,S1-850791477,S3-214856598,True,False,False,0.6667,False,0.8
S1-S3,S1-850791477,S3-361756556,True,False,False,0.2,False,0.8
S1-S2,S1-386591282,S2-554471147,True,False,False,0.6667,False,0.625
S1-S3,S1-386591282,S3-810689801,True,False,False,0.5,False,0.7143
S1-S2,S1-698084512,S2-500164950,True,False,False,0.0,False,1.0
S1-S3,S1-698084512,S3-316728539,True,True,True,1.0,False,0.7647
S1-S3,S1-698084512,S3-422910900,True,False,False,0.6667,True,1.0
S1-S2,S1-403031866,S2-501696072,True,False,False,0.5,False,0.0
S1-S3,S1-403031866,S3-444085537,True,False,False,0.5,False,0.7222
S1-S3,S1-203184352,S3-275425597,True,False,False,1.0,False,0.0
S1-S3,S1-203184352,S3-179262740,True,False,False,1.0,False,0.4167
S1-S2,S1-448692524,S2-225272446,True,False,False,0.6,False,0.5556
S1-S3,S1-448692524,S3-878200664,True,False,True,1.0,False,0.4444
S1-S3,S1-448692524,S3-944566891,True,False,False,0.5714,True,1.0
S1-S2,S1-739079290,S2-183720185,True,False,False,0.4286,False,0.8462
S1-S2,S1-739079290,S2-982960889,True,True,True,1.0,False,1.0
S1-S3,S1-739079290,S3-405878489,True,False,False,1.0,False,0.2083
S1-S3,S1-739079290,S3-762068541,True,False,False,0.0,False,0.2083
S1-S2,S1-408403077,S2-39180311,True,False,False,0.8333,False,0.7
S1-S2,S1-408403077,S2-628096056,True,False,False,0.6667,False,0.7
S1-S3,S1-408403077,S3-811421019,True,False,False,0.6667,False,0.8
S1-S3,S1-408403077,S3-308885211,True,False,False,0.4286,False,0.8889
S1-S2,S1-596691261,S2-179628089,True,False,False,1.0,False,0.4286
S1-S3,S1-596691261,S3-388797084,True,False,False,0.75,False,0.5455
S1-S2,S1-366933313,S2-254036406,True,False,False,0.0,False,0.5556
S1-S2,S1-366933313,S2-357078350,True,False,False,0.5,False,0.3636
S1-S3,S1-366933313,S3-499422613,True,False,False,0.0667,False,0.5
S1-S2,S1-836166169,S2-82570815,True,False,False,0.5,False,0.875
S1-S3,S1-836166169,S3-909075146,True,False,False,0.6,False,0.4
S1-S3,S1-836166169,S3-85748591,True,False,True,1.0,False,0.3333
S1-S2,S1-455171254,S2-947931317,True,False,False,0.0,False,0.4737
S1-S3,S1-455171254,S3-120935082,True,False,False,0.75,False,0.5625
S1-S3,S1-455171254,S3-857368519,True,False,False,0.0,False,0.6154
S1-S2,S1-991094160,S2-923381036,True,False,False,0.8333,False,0.6667
S1-S2,S1-991094160,S2-135433578,True,False,True,1.0,False,0.4286
S1-S3,S1-991094160,S3-133358029,True,False,False,0.6,False,0.5
S1-S3,S1-991094160,S3-399024253,True,False,False,0.625,False,1.0
S1-S2,S1-144654619,S2-233072565,True,False,False,0.5,False,0.0
S1-S2,S1-144654619,S2-140885792,True,False,False,0.5,False,1.0
S1-S3,S1-144654619,S3-695374015,True,False,False,0.75,False,0.5
S1-S2,S1-96952187,S2-151152123,True,False,False,0.5,False,0.625
S1-S2,S1-96952187,S2-249072312,True,False,False,1.0,False,0.625
S1-S3,S1-96952187,S3-362704548,True,False,False,0.5,False,0.7143
S1-S2,S1-140570406,S2-676632971,True,False,False,0.5,False,0.7143
S1-S2,S1-140570406,S2-950517007,True,False,False,0.6,False,0.7143
S1-S3,S1-140570406,S3-898228363,True,False,False,0.5,True,1.0
S1-S2,S1-775565549,S2-413122074,True,False,False,1.0,False,0.4286
S1-S3,S1-775565549,S3-262256737,True,False,False,0.6,False,0.4286
S1-S2,S1-396715532,S2-817138649,True,False,False,0.5,False,0.7857
S1-S2,S1-396715532,S2-713148475,True,False,False,0.5,False,0.5
S1-S2,S1-452773139,S2-485402091,True,False,False,1.0,False,1.0
S1-S2,S1-452773139,S2-335916787,True,False,False,0.6,False,1.0
S1-S3,S1-452773139,S3-230142375,True,False,False,1.0,False,0.0
S1-S2,S1-488550646,S2-515462649,True,False,False,0.5,False,0.375
S1-S2,S1-488550646,S2-46885558,True,False,False,0.5,False,0.5714
S1-S3,S1-488550646,S3-568146334,True,False,False,0.75,False,0.4286
S1-S3,S1-488550646,S3-94870416,True,False,False,0.75,False,0.4286
S1-S2,S1-803374517,S2-608612110,True,False,True,1.0,False,0.7143
S1-S3,S1-803374517,S3-193860606,True,False,False,1.0,False,0.5
S1-S3,S1-803374517,S3-777233873,True,False,False,0.75,False,0.5
S1-S2,S1-165423128,S2-669802208,True,False,False,0.75,False,1.0
S1-S2,S1-165423128,S2-413853437,True,False,False,0.75,False,1.0
S1-S3,S1-165423128,S3-334778132,True,False,False,0.6667,False,0.6667
S1-S2,S1-278179949,S2-6821513,True,False,False,0.6667,False,0.25
S1-S2,S1-278179949,S2-350816880,True,False,False,1.0,False,0.4444
S1-S3,S1-278179949,S3-872034688,True,False,False,0.6667,False,0.25
